"Abbrev","Full Title","Trnsl. Title","Publ.","ISSN","New","Cover-to-cover","Book Ser"
"South African Statist. J.","South African Statistical Journal. Suid-Afrikaanse Statistiese Tydskrif","","South African Statist. Assoc., Matieland.","0038-271X","N","N","N"
"South Amer. J. Log.","South American Journal of Logic","","South Amer. J. Logic, [place of publication not identified].","2446-6719","N","N","N"
"South East Asian J. Math. Math. Sci.","South East Asian Journal of Mathematics and Mathematical Sciences","","Ramanujan Soc. Math. Math. Sci., Jaunpur.","0972-7752","N","N","N"
"Southeast Asian Bull. Math.","Southeast Asian Bulletin of Mathematics","","Southeast Asian Math. Soc., Kunming.","0129-2021","N","Y","N"
"Soviet Sci. Rev. Sect. A Phys. Rev.","Soviet Scientific Reviews/Section A: Physics Reviews","","Harwood Academic, Yverdon.","0143-0394","Y","N","Y"
"Sovrem. Fiz.-Tekh. Probl.","Sovremennye Fiziko-Tekhnicheskie Problemy","Current Problems in Physics and Technology","``Nauka'', Moscow.","","Y","N","Y"
"Sovrem. Mat. Fundam. Napravl.","Sovremennaya Matematika. Fundamentalnye Napravleniya","","Ross. Univ. Druzh. Nar., Moscow.","2413-3639","N","Y","N"
"Sovrem. Probl. Mat.","Sovremennye Problemy Matematiki","Current Problems in Mathematics","Ross. Akad. Nauk, Inst. Mat. im. Steklova (MIAN), Moscow.","2226-5929","N","N","Y"
"Space Technol. Libr.","Space Technology Library","","Springer, New York.","","N","N","Y"
"Spat. Stat.","Spatial Statistics","","Elsevier B. V., Amsterdam.","2211-6753","N","N","N"
"Spec. Issue IMVI","Special Issue of IMVI","","IMVI Sci. Soc. Math. Banja Luka, Banja Luka.","","Y","N","Y"
"Spec. Matrices","Special Matrices","","De Gruyter Open, Berlin.","2300-7451","N","Y","N"
"Spectr. Slovak.","Spectrum Slovakia","","Peter Lang, Frankfurt am Main.","","N","N","Y"
"Spectrum Book","A Spectrum Book","","Prentice Hall, Englewood Cliffs, NJ.","","Y","N","Y"
"SPIE Milest. Ser.","SPIE Milestone Series","","SPIE, Bellingham, WA.","","Y","N","Y"
"Spisy Ped. Fak. Ostrave","Spisy Pedagogicke Fakulty v Ostrave","Papers of the Pedagogical Faculty in Ostrava","Statni Ped. Naklad., Prague.","","Y","N","Y"
"Springer Actuar.","Springer Actuarial","","Springer, Cham.","","Y","N","Y"
"Springer Aerosp. Technol.","Springer Aerospace Technology","","Springer, Cham.","1869-1730","N","N","Y"
"Springer Biogr.","Springer Biographies","","Springer, Cham.","2365-0613","N","N","Y"
"Springer Briefs Bus.","Springer Briefs in Business","","Springer, Cham.","2191-5482","N","N","Y"
"Springer Briefs Environ. Sci.","Springer Briefs in Environmental Science","","Springer, Cham.","2191-5547","Y","N","Y"
"Springer Briefs Oper. Res.","Springer Briefs in Operations Research","","Springer, Cham.","2195-0482","N","N","Y"
"Springer Briefs Water Sci. Technol.","Springer Briefs in Water Science and Technology","","Springer, Heidelberg.","2194-7244","Y","N","Y"
"Springer Collect. Works Math.","Springer Collected Works in Mathematics","","Springer, New York.","2194-9875","N","N","Y"
"Springer Finance","Springer Finance","","Springer, Cham.","1616-0533","N","N","Y"
"Springer Finance Lect. Notes","Springer Finance Lecture Notes","","Springer, London.","","N","N","Y"
"Springer Finance Textb.","Springer Finance Textbooks","","Springer, Heidelberg.","","N","N","Y"
"Springer Geophys.","Springer Geophysics","","Springer, Cham.","2364-9127","N","N","Y"
"Springer Grad. Texts Philos.","Springer Graduate Texts in Philosophy","","Springer, Cham.","","N","N","Y"
"Springer INdAM Ser.","Springer INdAM Series","","Springer, Cham.","2281-518X","N","N","Y"
"Springer Monogr. Math.","Springer Monographs in Mathematics","","Springer, Cham.","1439-7382","N","N","Y"
"Springer Optim. Appl.","Springer Optimization and Its Applications","","Springer, Cham.","1931-6828","N","N","Y"
"Springer Proc. Adv. Robot.","Springer Proceedings in Advanced Robotics","","Springer, Cham.","2511-1256","Y","N","Y"
"Springer Proc. Math.","Springer Proceedings in Mathematics","","Springer, Heidelberg.","2190-5614","N","N","Y"
"Springer Proc. Math. Stat.","Springer Proceedings in Mathematics & Statistics","","Springer, Cham.","2194-1009","N","N","Y"
"Springer Proc. Phys.","Springer Proceedings in Physics","","Springer, Heidelberg.","0930-8989","N","N","Y"
"Springer Ser. Adv. Manuf.","Springer Series in Advanced Manufacturing","","Springer, Cham.","1860-5168","N","N","Y"
"Springer Ser. Astrostatistics","Springer Series in Astrostatistics","","Springer, Cham.","2199-1030","N","N","Y"
"Springer Ser. At. Opt. Plasma Phys.","Springer Series on Atomic, Optical, and Plasma Physics","","Springer, Cham.","1615-5653","N","N","Y"
"Springer Ser. Bio-/Neuroinform.","Springer Series in Bio-/Neuroinformatics","","Springer, Cham.","2193-9349","N","N","Y"
"Springer Ser. Comput. Math.","Springer Series in Computational Mathematics","","Springer, Cham.","0179-3632","N","N","Y"
"Springer Ser. Data Sci.","Springer Series in the Data Sciences","","Springer, Cham.","2365-5674","N","N","Y"
"Springer Ser. Demogr. Methods Popul. Anal.","The Springer Series on Demographic Methods and Population Analysis","","Springer, Cham.","1389-6784","N","N","Y"
"Springer Ser. Game Theory","Springer Series in Game Theory","","Springer, [Cham].","1868-517X","N","N","Y"
"Springer Ser. Mater. Sci.","Springer Series in Materials Science","","Springer, Cham.","0933-033X","N","N","Y"
"Springer Ser. Meas. Sci. Technol.","Springer Series in Measurement Science and Technology","","Springer, Cham.","2198-7807","Y","N","Y"
"Springer Ser. Oper. Res. Financ. Eng.","Springer Series in Operations Research and Financial Engineering","","Springer, Cham.","1431-8598","N","N","Y"
"Springer Ser. Optical Sci.","Springer Series in Optical Sciences","","Springer, Cham.","0342-4111","N","N","Y"
"Springer Ser. Reliab. Eng.","Springer Series in Reliability Engineering","","Springer, Cham.","1614-7839","N","N","Y"
"Springer Ser. Solid Struct. Mech.","Springer Series in Solid and Structural Mechanics","","Springer, Cham.","2195-3511","N","N","Y"
"Springer Ser. Solid-State Sci.","Springer Series in Solid-State Sciences","","Springer, Cham.","0171-1873","N","N","Y"
"Springer Ser. Statist.","Springer Series in Statistics","","Springer, Cham.","0172-7397","N","N","Y"
"Springer Ser. Statist. Perspect. Statist.","Springer Series in Statistics. Perspectives in Statistics","","Springer, New York.","2522-0411","N","N","Y"
"Springer Ser. Statist. Statist. Health Sci.","Springer Series in Statistics: Statistics in the Health Sciences","","Springer, New York.","","Y","N","Y"
"Springer Ser. Surface Sci.","Springer Series in Surface Sciences","","Springer, Berlin.","0931-5195","Y","N","Y"
"Springer Ser. Synergetics","Springer Series in Synergetics","","Springer, Cham.","0172-7389","N","N","Y"
"Springer Stud. Math. Master","Springer Studium Mathematik---Master","","Springer Spektrum, Wiesbaden.","2509-9310","N","N","Y"
"Springer Texts Bus. Econ.","Springer Texts in Business and Economics","","Springer, Cham.","2192-4333","N","N","Y"
"Springer Texts Statist.","Springer Texts in Statistics","","Springer, Heidelberg.","1431-875X","N","N","Y"
"Springer Theses","Springer Theses","","Springer, New York.","2190-5053","N","N","Y"
"Springer Top. Signal Process.","Springer Topics in Signal Processing","","Springer, Cham.","1866-2608","N","N","Y"
"Springer Tracts Adv. Robot.","Springer Tracts in Advanced Robotics","","Springer, Cham.","1610-7438","N","N","Y"
"Springer Tracts Civ. Eng.","Springer Tracts in Civil Engineering","","Springer, Singapore.","2366-259X","Y","N","Y"
"Springer Tracts Mech. Eng.","Springer Tracts in Mechanical Engineering","","Springer, Cham.","2195-9862","N","N","Y"
"Springer Tracts Modern Phys.","Springer Tracts in Modern Physics","","Springer, Cham.","0081-3869","N","N","Y"
"Springer Tracts Transp. Traffic","Springer Tracts on Transportation and Traffic","","Springer, Cham.","2194-8119","N","N","Y"
"Springer Uncertain. Res.","Springer Uncertainty Research","","Springer, Heidelberg.","2199-3807","N","N","Y"
"Springer Undergrad. Math. Ser.","Springer Undergraduate Mathematics Series","","Springer, Cham.","1615-2085","N","N","Y"
"Springer Undergrad. Textb. Stat.","Springer Undergraduate Textbooks in Statistics","","Springer, New York.","","Y","N","Y"
"Springer Undergrad. Texts Math. Technol.","Springer Undergraduate Texts in Mathematics and Technology","","Springer, Cham.","1867-5506","N","N","Y"
"Springer Undergrad. Texts Philos.","Springer Undergraduate Texts in Philosophy","","Springer, Cham.","2569-8737","Y","N","Y"
"Springer-Lehrbuch","Springer-Lehrbuch","Springer Textbook","Springer, Berlin.","0937-7433","N","N","Y"
"Springer-Praxis Books Environ. Sci.","Springer-Praxis Books in Environmental Sciences","","Springer, Heidelberg.","","Y","N","Y"
"SpringerBriefs Appl. Sci. Technol.","SpringerBriefs in Applied Sciences and Technology","","Springer, Cham.","2191-530X","N","N","Y"
"SpringerBriefs Astron.","SpringerBriefs in Astronomy","","Springer, Cham.","2191-9100","Y","N","Y"
"SpringerBriefs Complex.","SpringerBriefs in Complexity","","Springer, Heidelberg.","2191-5326","N","N","Y"
"SpringerBriefs Comput. Intell.","SpringerBriefs in Computational Intelligence","","Springer, Singapore.","2520-8551","Y","N","Y"
"SpringerBriefs Comput. Mech.","SpringerBriefs in Computational Mechanics","","Springer, Cham.","2191-5342","N","N","Y"
"SpringerBriefs Comput. Sci.","SpringerBriefs in Computer Science","","Springer, Cham.","2191-5768","N","N","Y"
"SpringerBriefs Contin. Mech.","SpringerBriefs in Continuum Mechanics","","Springer, Singapore.","","N","N","Y"
"SpringerBriefs Control Autom. Robot.","SpringerBriefs in Control, Automation and Robotics","","Springer, London.","2192-6786","N","N","Y"
"SpringerBriefs Earth Sci.","SpringerBriefs in Earth Sciences","","Springer, Cham.","2191-5369","N","N","Y"
"SpringerBriefs Ecol.","SpringerBriefs in Ecology","","Springer, Cham.","2192-4759","Y","N","Y"
"SpringerBriefs Econ.","SpringerBriefs in Economics","","Springer, Cham.","2191-5504","N","N","Y"
"SpringerBriefs Electr. Comput. Eng.","SpringerBriefs in Electrical and Computer Engineering","","Springer, Cham.","2191-8112","N","N","Y"
"SpringerBriefs Finance","SpringerBriefs in Finance","","Springer, Cham.","2193-1720","N","N","Y"
"SpringerBriefs Hist. Sci. Technol.","SpringerBriefs in History of Science and Technology","","Springer, Cham.","2211-4564","N","N","Y"
"SpringerBriefs Intell. Syst.","SpringerBriefs in Intelligent Systems","","Springer, Cham.","2196-548X","N","N","Y"
"SpringerBriefs Math.","SpringerBriefs in Mathematics","","Springer, Cham.","2191-8198","N","N","Y"
"SpringerBriefs Math. Mater.","SpringerBriefs in the Mathematics of Materials","","Springer, Tokyo.","2365-6336","N","N","Y"
"SpringerBriefs Math. Methods","SpringerBriefs in Mathematical Methods","","Springer, Cham.","","N","N","Y"
"SpringerBriefs Math. Phys.","SpringerBriefs in Mathematical Physics","","Springer, Cham.","2197-1757","N","N","Y"
"SpringerBriefs Math. Planet Earth","SpringerBriefs in Mathematics of Planet Earth","","Springer, Cham.","2509-7326","N","N","Y"
"SpringerBriefs Nonlinear Circuits","SpringerBriefs in Nonlinear Circuits","","Springer, Cham.","2520-1433","Y","N","Y"
"SpringerBriefs Optim.","SpringerBriefs in Optimization","","Springer, Cham.","2190-8354","N","N","Y"
"SpringerBriefs Philos.","SpringerBriefs in Philosophy","","Springer, Cham.","2211-4548","N","N","Y"
"SpringerBriefs Phys.","SpringerBriefs in Physics","","Springer, Cham.","2191-5423","N","N","Y"
"SpringerBriefs Probab. Math. Stat.","SpringerBriefs in Probability and Mathematical Statistics","","Springer, Cham.","2365-4333","N","N","Y"
"SpringerBriefs Quant. Finance","SpringerBriefs in Quantitative Finance","","Springer, Cham.","2192-7006","N","N","Y"
"SpringerBriefs Signal Process.","SpringerBriefs in Signal Processing","","Springer, [Singapore].","2196-4076","N","N","Y"
"SpringerBriefs Stat.","SpringerBriefs in Statistics","","Springer, Cham.","2191-544X","N","N","Y"
"SpringerBriefs Struct. Mech.","SpringerBriefs in Structural Mechanics","","Springer, Cham.","2520-8020","Y","N","Y"
"SpringerBriefs Therm. Eng. Appl. Sci.","SpringerBriefs in Thermal Engineering and Applied Science","","Springer, Cham.","2193-2530","Y","N","Y"
"Springers Kurzlehrb. Wirtsch.","Springers Kurzlehrbucher der Wirtschaftswissenschaften","Springers Short Textbooks of Economics","Springer, Vienna.","0937-6836","Y","N","Y"
"St. Petersburg Math. J.","St. Petersburg Mathematical Journal","","Amer. Math. Soc., Providence, RI.","1061-0022","N","N","N"
"Stab. Oscil. Optim. Syst.","Stability, Oscillations and Optimization of Systems","","Camb. Sci. Publ., Cambridge.","","N","N","Y"
"Stat","Stat","","Wiley, Chichester.","2049-1573","N","N","N"
"Stat. Anal. Data Min.","Statistical Analysis and Data Mining","","Wiley, Hoboken, NJ.","1932-1864","N","N","N"
"Stat. Appl. Genet. Mol. Biol.","Statistical Applications in Genetics and Molecular Biology","","De Gruyter, Berlin.","2194-6302","N","N","N"
"Stat. Biol. Health","Statistics for Biology and Health","","Springer, Cham.","1431-8776","N","N","Y"
"Stat. Commun. Infec. Dis.","Statistical Communications in Infectious Diseases","","De Gruyter, Berlin.","1948-4690","N","N","N"
"Stat. Comput.","Statistics and Computing","","Springer, New York.","0960-3174","N","N","N"
"Stat. Ind. Technol.","Statistics for Industry and Technology","","Birkhauser/Springer, Boston, MA.","2364-6241","N","N","Y"
"Stat. Inference Stoch. Process.","Statistical Inference for Stochastic Processes. An International Journal Devoted to Time Series Analysis and the Statistics of Continuous Time Processes and Dynamical Systems","","Springer, Dordrecht.","1387-0874","N","Y","N"
"Stat. Interface","Statistics and its Interface","","Int. Press, Somerville, MA.","1938-7989","N","N","N"
"Stat. Med.","Statistics in Medicine","","Wiley-Blackwell, Chichester.","0277-6715","N","N","N"
"Stat. Methodol.","Statistical Methodology","","Elsevier B. V., Amsterdam.","1572-3127","N","N","N"
"Stat. Methods Appl.","Statistical Methods & Applications. Journal of the Italian Statistical Society","","Springer, Berlin.","1618-2510","N","N","N"
"Stat. Methods Med. Res.","Statistical Methods in Medical Research","","Sage, London.","0962-2802","N","N","N"
"Stat. Model.","Statistical Modelling. An International Journal","","Sage, Thousand Oaks, CA.","1471-082X","N","N","N"
"Stat. Neerl.","Statistica Neerlandica. Journal of the Netherlands Society for Statistics and Operations Research","","Wiley-Blackwell, Oxford.","0039-0402","N","N","N"
"Stat. Optim. Inf. Comput.","Statistics, Optimization & Information Computing","","Int. Acad. Press, Hong Kong.","2311-004X","N","N","N"
"Stat. Risk Model.","Statistics & Risk Modeling with Applications in Finance and Insurance","","Oldenbourg Verlag, Munich.","2193-1402","N","N","N"
"Stat. Sci. Interdiscip. Res.","Statistical Science and Interdisciplinary Research","","World Sci. Publ., Hackensack, NJ.","1793-6195","N","N","Y"
"Stat. Soc. Behav. Sci.","Statistics for Social and Behavioral Sciences","","Springer, Cham.","2199-7357","N","N","Y"
"Stat. Soc. Behav. Sci. Ser.","Statistics in the Social and Behavioral Sciences Series","","CRC Press, Boca Raton, FL.","","N","N","Y"
"Stat. Surv.","Statistics Surveys","","Amer. Statist. Assoc., Alexandria, VA.","1935-7516","N","Y","N"
"Stat. Textb. Monogr.","Statistics: Textbooks and Monographs","","CRC Press, Boca Raton, FL.","","N","N","Y"
"State Art Rep.","State of the Art Reports","","Pergamon Infotech, Maidenhead.","","Y","N","Y"
"Static Dyn. Game Theory Found. Appl.","Static & Dynamic Game Theory: Foundations & Applications","","Birkhauser/Springer, Cham.","2363-8516","N","N","Y"
"Statist. Comput.","Statistics and Computing","","Springer, Heidelberg.","1431-8784","N","N","Y"
"Statist. Decisions Econom.","Statistique et Decisions Economiques","Statistics and Economic Decisions","Masson, Paris.","","Y","N","Y"
"Statist. Ecology Ser.","Statistical Ecology Series","","Internat. Co-op. Publ. House, Burtonsville, MD.","","Y","N","Y"
"Statist. Health Sci.","Statistics in the Health Sciences","","Springer, New York.","","Y","N","Y"
"Statist. Metody Ekonom. Issled.","Statisticheskie Metody v Ekonomicheskikh Issledovaniyakh","Statistical Methods in Economic Research","``Nauka'' Sibirsk. Otdel., Novosibirsk.","","Y","N","Y"
"Statist. Model. Decis. Sci.","Statistical Modeling and Decision Science","","Academic Press, Boston, MA.","","N","N","Y"
"Statist. Papers","Statistical Papers","","Springer, Berlin.","0932-5026","N","N","N"
"Statist. Practice","Statistics in Practice","","Wiley, Hoboken, NJ.","","N","N","Y"
"Statist. Probab. Lett.","Statistics & Probability Letters","","Elsevier B. V., Amsterdam.","0167-7152","N","N","N"
"Statist. Sci.","Statistical Science. A Review Journal of the Institute of Mathematical Statistics","","Inst. Math. Statist., Bethesda, MD.","0883-4237","N","N","N"
"Statist. Sinica","Statistica Sinica","","Statist. Sinica, Taipei.","1017-0405","N","Y","N"
"Statistics","Statistics. A Journal of Theoretical and Applied Statistics","","Taylor & Francis, Abingdon.","0233-1888","N","Y","N"
"STEAM-H: Sci. Technol. Eng. Agric. Math. Health","STEAM-H: Science, Technology, Engineering, Agriculture, Mathematics & Health","","Springer, Cham.","2520-193X","Y","N","Y"
"Stoch. Anal. Appl.","Stochastic Analysis and Applications","","Taylor & Francis, Philadelphia, PA.","0736-2994","N","Y","N"
"Stoch. Dyn.","Stochastics and Dynamics","","World Sci. Publ., Singapore.","0219-4937","N","Y","N"
"Stoch. Model. Appl. Probab.","Stochastic Modelling and Applied Probability","","Springer, Cham.","0172-4568","N","N","Y"
"Stoch. Models","Stochastic Models","","Taylor & Francis, Philadelphia, PA.","1532-6349","N","Y","N"
"Stoch. Models Surviv. Anal. Reliab. Set","Stochastic Models in Survival Analysis and Reliability Set","","Wiley, Hoboken, NJ.","","N","N","Y"
"Stoch. Partial Differ. Equ. Anal. Comput.","Stochastic Partial Differential Equations. Analysis and Computations","","Springer, New York.","2194-0401","N","Y","N"
"Stoch. Qual. Control","Stochastics and Quality Control","","De Gruyter, Berlin.","2367-2390","N","N","N"
"Stoch. Syst.","Stochastic Systems","","INFORMS, Catonsville, MD.","1946-5238","N","N","N"
"Stochastic Process. Appl.","Stochastic Processes and their Applications","","Elsevier Ltd, Oxford.","0304-4149","N","Y","N"
"Stochastics","Stochastics. An International Journal of Probability and Stochastic Processes","","Taylor & Francis, Abingdon.","1744-2508","N","Y","N"
"Struct. Equ. Model.","Structural Equation Modeling. A Multidisciplinary Journal","","Routledge Journals, Taylor & Francis, Ltd., Abingdon.","1070-5511","N","N","N"
